userId,repoId,rating
3,1,2
5,1,2
8,1,2
9,1,2
12,1,2
13,1,2
17,1,2
23,1,2
24,1,2
26,1,2
27,1,2
29,1,2
30,1,2
31,1,2
34,1,2
38,1,2
39,1,2
46,1,2
47,1,2
49,1,2
57,1,2
60,1,2
65,1,2
66,1,2
69,1,2
71,1,2
72,1,2
87,1,2
88,1,2
89,1,2
96,1,2
99,1,2
100,1,2
105,1,2
108,1,2
114,1,2
117,1,2
126,1,2
130,1,2
133,1,2
134,1,2
135,1,2
138,1,2
139,1,2
142,1,2
143,1,2
144,1,2
148,1,2
150,1,2
154,1,2
156,1,2
157,1,2
159,1,2
164,1,2
166,1,2
169,1,2
171,1,2
172,1,2
175,1,2
179,1,2
180,1,2
185,1,2
189,1,2
190,1,2
191,1,2
202,1,2
204,1,2
207,1,2
210,1,2
220,1,2
221,1,2
223,1,2
228,1,2
232,1,2
234,1,2
246,1,2
251,1,2
253,1,2
261,1,2
263,1,2
266,1,2
268,1,2
271,1,2
275,1,2
276,1,2
287,1,2
288,1,2
300,1,2
301,1,2
304,1,2
305,1,2
306,1,2
311,1,2
313,1,2
314,1,2
319,1,2
321,1,2
324,1,2
326,1,2
328,1,2
332,1,2
339,1,2
352,1,2
369,1,2
374,1,2
380,1,2
383,1,2
388,1,2
393,1,2
395,1,2
396,1,2
406,1,2
412,1,2
416,1,2
418,1,2
423,1,2
424,1,2
428,1,2
440,1,2
447,1,2
450,1,2
464,1,2
465,1,2
469,1,2
470,1,2
472,1,2
476,1,2
481,1,2
484,1,2
502,1,2
503,1,2
504,1,2
514,1,2
516,1,2
525,1,2
526,1,2
531,1,2
546,1,2
550,1,2
552,1,2
558,1,2
570,1,2
574,1,2
580,1,2
592,1,2
600,1,2
601,1,2
609,1,2
620,1,2
623,1,2
644,1,2
652,1,2
653,1,2
655,1,2
660,1,2
663,1,2
666,1,2
675,1,2
677,1,2
678,1,2
681,1,2
682,1,2
688,1,2
697,1,2
699,1,2
705,1,2
714,1,2
724,1,2
725,1,2
732,1,2
734,1,2
746,1,2
749,1,2
754,1,2
759,1,2
762,1,2
778,1,2
779,1,2
782,1,2
