userId,repoId,rating
18,1,1
123,1,1
136,1,1
165,1,1
177,1,1
316,1,1
349,1,1
371,1,1
408,1,1
478,1,1
522,1,1
539,1,1
547,1,1
1100,1,1
1191,1,1
1216,1,1
1357,1,1
1517,1,1
1578,1,1
1582,1,1
1660,1,1
2213,1,1
2258,1,1
2419,1,1
2470,1,1
2510,1,1
2521,1,1
2533,1,1
2622,1,1
2639,1,1
2703,1,1
2797,1,1
2902,1,1
2969,1,1
3005,1,1
3060,1,1
3110,1,1
3178,1,1
3264,1,1
3310,1,1
3316,1,1
3327,1,1
3336,1,1
3394,1,1
3413,1,1
3461,1,1
3503,1,1
3511,1,1
3527,1,1
3555,1,1
3602,1,1
3646,1,1
3684,1,1
3701,1,1
3706,1,1
3718,1,1
3758,1,1
3760,1,1
3781,1,1
3823,1,1
3838,1,1
3873,1,1
3879,1,1
3936,1,1
3947,1,1
3958,1,1
4024,1,1
4053,1,1
4106,1,1
4117,1,1
4123,1,1
4203,1,1
4206,1,1
4247,1,1
4358,1,1
4421,1,1
4586,1,1
4642,1,1
4658,1,1
4705,1,1
4713,1,1
4715,1,1
4788,1,1
4829,1,1
4903,1,1
4922,1,1
5035,1,1
5069,1,1
5088,1,1
5116,1,1
0,1,2
2,1,2
16,1,2
19,1,2
28,1,2
33,1,2
36,1,2
40,1,2
56,1,2
70,1,2
74,1,2
77,1,2
79,1,2
82,1,2
83,1,2
98,1,2
103,1,2
109,1,2
112,1,2
115,1,2
121,1,2
124,1,2
140,1,2
163,1,2
168,1,2
170,1,2
187,1,2
203,1,2
222,1,2
241,1,2
255,1,2
285,1,2
294,1,2
320,1,2
329,1,2
345,1,2
351,1,2
381,1,2
432,1,2
443,1,2
460,1,2
499,1,2
510,1,2
530,1,2
535,1,2
537,1,2
561,1,2
567,1,2
602,1,2
626,1,2
628,1,2
639,1,2
656,1,2
661,1,2
706,1,2
751,1,2
753,1,2
773,1,2
774,1,2
824,1,2
834,1,2
835,1,2
838,1,2
865,1,2
869,1,2
921,1,2
938,1,2
958,1,2
1008,1,2
1012,1,2
1034,1,2
1059,1,2
1112,1,2
1129,1,2
1147,1,2
1201,1,2
1217,1,2
1240,1,2
1252,1,2
1256,1,2
1279,1,2
1282,1,2
1328,1,2
1345,1,2
1361,1,2
1393,1,2
1395,1,2
1413,1,2
1424,1,2
1438,1,2
1444,1,2
1485,1,2
1488,1,2
1496,1,2
1500,1,2
1508,1,2
1522,1,2
1542,1,2
1550,1,2
1577,1,2
1580,1,2
1633,1,2
1643,1,2
1648,1,2
1652,1,2
1662,1,2
1663,1,2
1680,1,2
1689,1,2
1699,1,2
1701,1,2
1726,1,2
1738,1,2
1740,1,2
1756,1,2
1760,1,2
1766,1,2
1786,1,2
1829,1,2
1841,1,2
1880,1,2
1883,1,2
1895,1,2
1901,1,2
1906,1,2
1909,1,2
1917,1,2
1924,1,2
1935,1,2
1937,1,2
1950,1,2
1952,1,2
1956,1,2
1958,1,2
1964,1,2
1966,1,2
2014,1,2
2016,1,2
2019,1,2
2023,1,2
2025,1,2
2037,1,2
2038,1,2
2047,1,2
2057,1,2
2058,1,2
2068,1,2
2069,1,2
2070,1,2
2071,1,2
2072,1,2
2075,1,2
2077,1,2
2084,1,2
2089,1,2
2090,1,2
2100,1,2
2105,1,2
2115,1,2
2121,1,2
2131,1,2
2133,1,2
2140,1,2
2141,1,2
2143,1,2
2144,1,2
