userId,repoId,rating
45,2,2
63,2,2
104,2,2
111,2,2
178,2,1
199,2,2
200,2,2
209,2,2
218,2,1
272,2,1
284,2,2
298,2,2
303,2,2
307,2,2
337,2,1
340,2,1
342,2,1
372,2,2
377,2,1
385,2,2
401,2,2
436,2,2
439,2,1
444,2,2
455,2,1
490,2,1
501,2,2
512,2,2
533,2,2
560,2,2
577,2,2
607,2,1
625,2,2
638,2,1
643,2,2
654,2,1
689,2,1
700,2,2
757,2,2
764,2,2
784,2,2
807,2,2
831,2,2
868,2,1
908,2,2
915,2,1
933,2,2
965,2,2
972,2,2
976,2,2
978,2,1
991,2,1
997,2,1
1000,2,2
1003,2,2
1016,2,1
1027,2,2
1047,2,2
1090,2,2
1094,2,2
1108,2,1
1111,2,2
1114,2,2
1133,2,1
1135,2,1
1137,2,2
1161,2,2
1166,2,1
1186,2,2
1212,2,2
1263,2,2
1264,2,2
1348,2,1
1351,2,2
1360,2,2
1378,2,2
1382,2,1
1388,2,1
1399,2,1
1408,2,2
1415,2,2
1432,2,2
1448,2,2
1450,2,2
1457,2,2
1520,2,1
1536,2,1
1539,2,2
1551,2,1
1567,2,2
1585,2,2
1623,2,2
1635,2,1
1639,2,2
1676,2,2
1683,2,2
1704,2,2
1715,2,1
1737,2,2
1739,2,2
1744,2,1
1762,2,2
1771,2,2
1781,2,2
1791,2,2
1797,2,1
1804,2,2
1828,2,1
1859,2,1
1886,2,2
1904,2,2
1936,2,1
1967,2,2
1994,2,2
2007,2,1
2011,2,2
2012,2,2
2018,2,2
2026,2,2
2028,2,2
2049,2,2
2087,2,1
2103,2,1
2130,2,1
2137,2,2
2151,2,1
2174,2,1
2183,2,2
2205,2,2
2217,2,2
2222,2,1
2224,2,2
2235,2,2
2260,2,2
2283,2,1
2287,2,2
2293,2,1
2321,2,1
2332,2,1
2333,2,2
2337,2,2
2358,2,1
2388,2,1
2406,2,1
2412,2,2
2423,2,2
2432,2,2
2444,2,2
2456,2,2
2478,2,1
2481,2,1
2482,2,2
2492,2,1
2504,2,2
2570,2,2
2615,2,2
2621,2,2
2638,2,1
2700,2,1
2730,2,1
2731,2,1
2740,2,1
2749,2,1
2778,2,2
2805,2,2
2921,2,2
2935,2,2
2965,2,2
3027,2,2
3033,2,2
3040,2,1
3054,2,2
3065,2,1
3068,2,2
3098,2,1
3123,2,2
3131,2,1
3177,2,1
3195,2,1
3199,2,2
3225,2,2
3237,2,2
3283,2,2
3320,2,1
3322,2,1
3344,2,2
3352,2,2
3364,2,1
3377,2,1
3389,2,2
3401,2,2
3430,2,2
3439,2,1
3458,2,1
3460,2,2
3486,2,1
3523,2,1
3529,2,2
3552,2,1
3563,2,1
3574,2,2
3604,2,2
3620,2,2
3689,2,1
3705,2,1
3708,2,2
3739,2,1
3752,2,2
3753,2,2
3756,2,2
3762,2,2
3784,2,2
3802,2,1
3822,2,1
3836,2,2
3839,2,2
3853,2,2
3914,2,1
3919,2,2
3930,2,1
3973,2,2
3975,2,1
3990,2,2
4009,2,2
4058,2,2
4070,2,2
4092,2,2
4121,2,2
4154,2,1
4174,2,2
4193,2,2
4249,2,2
4250,2,2
4281,2,1
4286,2,1
4298,2,2
