userId,repoId,rating
64,2,2
113,2,1
119,2,1
429,2,2
494,2,2
562,2,2
594,2,2
612,2,1
633,2,2
670,2,2
671,2,2
717,2,2
761,2,2
957,2,2
961,2,2
989,2,1
1081,2,2
1085,2,1
1159,2,1
1182,2,1
1196,2,2
1219,2,2
1239,2,2
1251,2,2
1257,2,2
1271,2,2
1332,2,2
1335,2,1
1343,2,2
1369,2,1
1404,2,2
1422,2,2
1452,2,2
1463,2,1
1490,2,2
1527,2,2
1591,2,2
1654,2,2
1681,2,1
1687,2,1
1820,2,1
1832,2,1
1872,2,2
1941,2,2
1961,2,2
1965,2,2
2053,2,2
2108,2,1
2266,2,2
2335,2,2
2347,2,2
2398,2,2
2408,2,2
2433,2,1
2434,2,2
2466,2,2
2605,2,2
2654,2,1
2665,2,2
2719,2,2
2796,2,1
2818,2,1
2833,2,2
2873,2,2
2890,2,1
2916,2,2
2929,2,1
2976,2,2
2977,2,1
2979,2,2
2989,2,2
2992,2,2
3183,2,1
3201,2,2
3219,2,2
3270,2,2
3358,2,1
3361,2,2
3426,2,2
3432,2,2
3446,2,2
3622,2,2
3628,2,2
3652,2,1
3672,2,1
3693,2,2
3795,2,2
3922,2,1
3965,2,2
3966,2,1
3984,2,1
4041,2,2
4063,2,1
4150,2,2
4160,2,1
4202,2,1
4263,2,2
4303,2,2
4354,2,2
4359,2,1
4371,2,2
4401,2,1
4408,2,2
4412,2,2
4508,2,2
4517,2,1
4523,2,1
4621,2,1
4806,2,2
4877,2,2
4889,2,2
4919,2,1
4961,2,2
4966,2,1
5006,2,1
5043,2,1
5097,2,1
5108,2,1
5152,2,1
5166,2,2
10,3,2
125,3,1
149,3,2
194,3,1
195,3,1
254,3,2
265,3,1
291,3,2
375,3,2
468,3,2
507,3,2
509,3,2
527,3,2
538,3,1
544,3,2
548,3,1
556,3,1
622,3,2
669,3,1
679,3,2
692,3,1
712,3,1
847,3,2
859,3,1
878,3,2
882,3,2
994,3,2
1072,3,1
1086,3,2
1103,3,1
1128,3,1
1154,3,1
1196,3,2
1234,3,1
1241,3,2
1285,3,1
1307,3,1
1437,3,2
1474,3,2
1491,3,1
1560,3,2
1586,3,2
1603,3,2
1620,3,1
1710,3,1
1716,3,2
1812,3,1
1816,3,2
1870,3,2
1961,3,2
1963,3,2
2082,3,1
2097,3,1
2102,3,2
2106,3,2
2319,3,2
2398,3,2
2455,3,2
2502,3,1
2516,3,1
2563,3,1
2587,3,2
2604,3,1
2661,3,1
2719,3,1
2741,3,2
2781,3,1
2856,3,2
2857,3,2
2932,3,2
2974,3,2
2977,3,1
2991,3,2
3043,3,1
3044,3,1
3094,3,1
3116,3,1
3137,3,2
3227,3,2
3271,3,2
3477,3,2
3510,3,1
3587,3,1
3696,3,1
3725,3,1
3730,3,1
3845,3,2
3857,3,1
3862,3,1
4065,3,1
4083,3,1
4126,3,2
4241,3,1
4295,3,1
4296,3,2
4300,3,2
4411,3,1
4707,3,2
4889,3,2
4946,3,2
4974,3,1
5034,3,2
5109,3,2
5131,3,1
5159,3,2
68,4,1
101,4,1
152,4,2
184,4,1
279,4,1
448,4,2
452,4,2
473,4,2
474,4,2
475,4,2
477,4,2
505,4,2
518,4,2
571,4,2
573,4,1
594,4,2
605,4,2
